date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:53:49	138/138	---MCZ	200	added ('OK')	text/css	etag:W/%225138843a0af4846e8a952dc9d25623b4%22	https://hyperdraft.rosano.ca/open-write/ui-editor-theme.css	C:/My%20Web%20Sites/hyperdraft/hyperdraft.rosano.ca/open-write/ui-editor-theme.css	(from https://hyperdraft.rosano.ca/en/write)
21:53:49	737/737	---MCZ	200	added ('OK')	text/css	etag:W/%2285f345550fc69c9b218e98d877faddd1%22	https://hyperdraft.rosano.ca/open-write/ui-style.css	C:/My%20Web%20Sites/hyperdraft/hyperdraft.rosano.ca/open-write/ui-style.css	(from https://hyperdraft.rosano.ca/en/write)
21:53:50	531130/531130	---MCZ	200	added ('OK')	application/javascript	etag:W/%22aa88a6351b92563b4817c0dc434d11c4%22	https://hyperdraft.rosano.ca/open-write/__compiled/ui-behaviour.js	C:/My%20Web%20Sites/hyperdraft/hyperdraft.rosano.ca/open-write/__compiled/ui-behaviour.js	(from https://hyperdraft.rosano.ca/en/write)
21:53:50	325/325	---MCZ	200	added ('OK')	text/css	etag:W/%2295254da34bde2d9cb8fa8cc79a05346f%22	https://hyperdraft.rosano.ca/open-guide/ui-style.css	C:/My%20Web%20Sites/hyperdraft/hyperdraft.rosano.ca/open-guide/ui-style.css	(from https://hyperdraft.rosano.ca/guide)
21:53:51	1057/1057	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d295b43c34819f8c201430f807e552b3%22	https://hyperdraft.rosano.ca/_shared/__external/OLSKUIAssets/_OLSKSharediOSShare.svg	C:/My%20Web%20Sites/hyperdraft/hyperdraft.rosano.ca/_shared/__external/OLSKUIAssets/_OLSKSharediOSShare.svg	(from https://hyperdraft.rosano.ca/guide)
21:53:51	14767/14767	---MCZ	200	added ('OK')	text/html	etag:W/%22e15b283591d8c091b51b629fb0cb3f29%22	https://hyperdraft.rosano.ca/guide/	C:/My%20Web%20Sites/hyperdraft/hyperdraft.rosano.ca/guide/index.html	(from https://hyperdraft.rosano.ca/guide)
21:53:51	847/847	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2256b2338bdbc415be614a5a19d54adb68%22	https://hyperdraft.rosano.ca/_shared/__external/OLSKUIAssets/_OLSKSharediOSA2HS.svg	C:/My%20Web%20Sites/hyperdraft/hyperdraft.rosano.ca/_shared/__external/OLSKUIAssets/_OLSKSharediOSA2HS.svg	(from https://hyperdraft.rosano.ca/guide)
21:53:52	694/694	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a0c825591cad5d20a5d72c7bd7fe4767%22	https://hyperdraft.rosano.ca/_shared/__external/OLSKUIAssets/_OLSKSharedAndroidMore.svg	C:/My%20Web%20Sites/hyperdraft/hyperdraft.rosano.ca/_shared/__external/OLSKUIAssets/_OLSKSharedAndroidMore.svg	(from https://hyperdraft.rosano.ca/guide)
21:53:52	8190/8190	---MCZ	200	added ('OK')	text/html	etag:W/%22ad099be68f2405054d7d9ac21bbecdf7%22	https://hyperdraft.rosano.ca/en/compare-simplenote	C:/My%20Web%20Sites/hyperdraft/hyperdraft.rosano.ca/en/compare-simplenote.html	(from https://hyperdraft.rosano.ca/compare-simplenote)
21:53:53	8697/8697	---MCZ	200	added ('OK')	text/html	etag:W/%22b6635d6ede63709ef86d7743b463654c%22	https://hyperdraft.rosano.ca/fr/compare-simplenote	C:/My%20Web%20Sites/hyperdraft/hyperdraft.rosano.ca/fr/compare-simplenote.html	(from https://hyperdraft.rosano.ca/compare-simplenote)
